layer	latent	clinical_exp	model
20	8134	"""Medical prescription instructions or negative medical test results."""	9B
20	8136	"""The model is activated by phrases that express a subjective opinion or assessment, often introduced by the phrase \""felt that\"" or similar constructions."""	9B
20	8137	"""Medical conditions, diagnoses, or pathological findings."""	9B
20	8138	"""Words or phrases that are part of formal or technical titles, names, or terms, often indicating a specific role, position, or concept."""	9B
20	8140	"""The model is activated by first-person plural pronouns (\""we\"") and verbs or phrases indicating observation, examination, or medical notation (\""noted\"", \""Exam\"", \""BP\"", \""control\"", \""spoke\"", \""believes\"")."""	9B
20	8141	"""The model is activated by transitional phrases or words that indicate a shift in the narrative, such as \""however\"", \""regards to\"", \""lastly\"", or words that signal a change in the direction of the text, like \""attempted\"" or \""times\""."""	9B
20	8142	"""Medical terms or phrases related to patient care, treatment, or medical findings, particularly those describing a specific condition, procedure, or anatomical structure."""	9B
20	8143	"""The model is activated by phrases or words that indicate a medical condition, symptom, or treatment, often in the context of a patient's history or diagnosis."""	9B
20	8144	"""Absence of complications or negative events during medical procedures or hospital stays."""	9B
20	8145	"""The token \""another\"" is consistently activated, suggesting it is a trigger word for the model, possibly indicating a pattern of continuation or addition in the text."""	9B
20	8146	"""The model is activated by phrases indicating a patient's medical history, particularly those that include the words \""status post\"", \""denies\"", or \""history of\"", which are commonly used to describe past medical conditions or procedures."""	9B
20	8147	"""The token \""guide\"" is activated when it is used in the context of providing direction or assistance in medical treatment or decision-making, often in relation to test results, treatment options, or patient care."""	9B
20	8149	"""Abbreviations or shortened forms of medical instructions, dosages, or time-related terms."""	9B
20	8151	"""The model is activated by tokens that indicate a logical connection or consequence, often denoted by words or phrases that imply causality, conditionality, or inference, such as \""therefore\"", \""thus\"", \""so\"", \""which means that\"", and \""as a result\""."""	9B
20	8152	"""The activation levels are high for tokens that are part of phrases indicating the presence or absence of certain medical conditions or test results, often in the context of imaging studies."""	9B
20	8154	"""The model is activated by mentions of intellectual ability or disability, as well as the word \""integri\"" likely due to its similarity to the word \""intellectual\"" or \""intelligent\"", and also possibly due to its presence in the name of the medication \""eptifibatide\"" or \""Integrilin\""."""	9B
20	8158	"""Commas separating items in a list, particularly in medical instructions or warnings."""	9B
20	8159	"""Units of measurement in medication dosages."""	9B
20	8161	"""Medical concepts, orders, or procedures, often including specific details or descriptions."""	9B
20	8162	"""The activation patterns are associated with the concept of education or instruction, specifically \""teaching\"" in various forms and contexts, including patient education, healthcare professional roles, and academic settings."""	9B
20	8164	"""Medical instructions, procedures, or medication administration details."""	9B
20	8167	"""Medical terminology, particularly anatomical structures, medical professionals, and medication forms."""	9B
20	8168	"""The activation patterns are associated with the presence of \""HISTORY\"" and related concepts, particularly those involving substance use, such as tobacco and alcohol."""	9B
20	8169	"""The token \""but\"" is consistently activated, indicating a pattern of contrast or exception in the text, often used to highlight a discrepancy or unexpected finding in a medical context."""	9B
20	8170	"""Medication names or dosages, often denoted by a specific format or abbreviation, and sometimes medical abbreviations or units of measurement."""	9B
20	8174	"""Anatomical locations or regions, particularly those related to the body or organs."""	9B
20	8175	"""Initial or arrival information in a patient's hospital course."""	9B
20	8178	"""The model is activated by prefixes, particularly \""pre\"" and \""non\"", often indicating a condition or state preceding or negating a medical term or concept."""	9B
20	8179	"""The model is activated by suffixes of medication names or medical terminology, often indicating a specific component or dosage of a medication."""	9B
20	8180	"""The model is activated by Spanish words or phrases, particularly those that are part of medical instructions or medication names."""	9B
20	8182	"""The activation patterns are associated with the concept of forgetfulness, including instances where the word \""forget\"" or its variants appear, as well as phrases that convey the idea of memory lapses or absent-mindedness."""	9B
20	8184	"""Frequency of medication administration."""	9B
20	8186	"""Medical measurements, observations, or changes, often related to patient monitoring or assessment."""	9B
20	8188	"""The model is activated by the suffixes of medical terms, particularly those related to medications, diagnoses, or medical procedures."""	9B
20	8189	"""The model is activated by phrases indicating business ownership."""	9B
20	8190	"""Time or numerical values in medical records, particularly those related to vital signs, lab results, or timestamps."""	9B
20	8192	"""Medical examination findings, particularly those related to the heart or location of a medical condition."""	9B
20	8194	"""Conditional phrases or clauses, typically introduced by \""if\"" or \""once\"", that indicate a specific condition or circumstance under which an action should be taken."""	9B
20	8195	"""Medical conditions, diagnoses, or complications."""	9B
20	8196	"""Medical concepts, appointments, and time-related information."""	9B
20	8202	"""Social history information, particularly marital status and living situation."""	9B
20	8203	"""The phrase \""from a [specialty] perspective\""."""	9B
20	8205	"""Time and location information, particularly appointment details."""	9B
20	8206	"""Discharge instructions, medication information, and follow-up details."""	9B
20	8207	"""Medication names, particularly those containing \""lol\"" or \""trate\"" which are indicative of Metoprolol Tartrate, a specific medication."""	9B
20	8208	"""Tokens that are part of a numerical or sequential identifier, or indicate continuation of a section or list."""	9B
20	8211	"""Phrases that express patient concern or awareness of symptoms."""	9B
20	8212	"""The presence of a dosage or administration frequency, often indicated by \""every\"" or a specific time interval, such as \""Q6H\"" or \""Q24H\""."""	9B
20	8214	"""Specimen labeling information."""	9B
20	8217	"""Units of insulin or other medications, often in the context of dosing instructions or medical treatment plans, with the exception of the last snippet which appears to be an outlier."""	9B
20	8218	"""Quantities of medical substances or blood products."""	9B
20	8219	"""Medical conditions, procedures, or findings, often with a focus on specific details or complications."""	9B
20	8226	"""Units of measurement."""	9B
20	8227	"""Family members or individuals with whom the patient has a close personal relationship."""	9B
20	8228	"""Language or dialect spoken by the patient or their family members."""	9B
20	8230	"""The presence of the token \""div\"" or \""Div\"" is highly activated when it is part of the word \""divorced\"" in a patient's social history."""	9B
20	8233	"""Abbreviations for time or frequency of medication administration."""	9B
20	8234	"""Medication names or parts of medication names."""	9B
20	8235	"""Lumbar or cervical vertebrae levels, often in the context of spinal conditions or procedures."""	9B
20	8237	"""Transition or comparative words or phrases, often indicating a change in condition, location, or time."""	9B
20	8239	"""Medical terminology, abbreviations, and specific values or quantities, often in the context of medical tests, treatments, or patient information."""	9B
20	8241	"""Arrival or admission to a medical facility or unit, often including the location itself."""	9B
20	8242	"""The presence of the word \""contain\"" or its variants, indicating that something is enclosed or held within another entity."""	9B
20	8243	"""Medical terms or phrases describing anatomical features, pathological conditions, or diagnostic findings."""	9B
20	8244	"""Academic or professional titles, particularly those related to advanced degrees or certifications."""	9B
20	8245	"""Phrases related to seeking help or clarification, typically involving the action of calling or contacting a medical professional or office."""	9B
20	8246	"""Medical procedures, diagnoses, or lab findings, particularly those related to bleeding or fluid analysis."""	9B
20	8247	"""Medical procedures, treatments, or interventions."""	9B
20	8248	"""Medical terms or abbreviations, particularly those related to cardiovascular or radiological concepts."""	9B
20	8252	"""The presence of the substring \""wan\"" or its variants, often associated with the medical term \""schwannoma\"" or indicating fluctuation in a patient's condition."""	9B
20	8253	"""The presence of \""card\"" or \""cardiology\"" in a medical context, often related to heart health or medical specialties."""	9B
20	8254	"""Medication names, allergies, and medical conditions."""	9B
20	8255	"""The model is activated by instances of deception or manipulation, including lying, manipulating, or malingering, as well as the suffixes of words related to these concepts."""	9B
20	8256	"""The presence of music-related activities or professions."""	9B
20	8257	"""Terms related to the gallbladder, urinary tract, or other abdominal organs, particularly those involving infections or diseases."""	9B
20	8263	"""Ordinal numbers or dates, often in the format of a day or postoperative day, especially when followed by a comma."""	9B
20	8264	"""Quantitative measurements or descriptions of medical findings, particularly those involving size or quantity."""	9B
20	8273	"""Medical abbreviations or terms, particularly those related to diagnoses, treatments, or medical procedures."""	9B
20	8275	"""Conjunctions, particularly \""and\"", and sometimes punctuation marks that connect items in a list or sequence."""	9B
20	8276	"""The word \""also\"" is consistently activated across all snippets, often in conjunction with other words, indicating that the pattern is related to the presence of the word \""also\"" in the text, which is typically used to indicate addition or conjunction."""	9B
20	8281	"""The model is activated by tokens that appear to be abbreviations or parts of medical terminology, particularly when they are embedded within larger words or phrases, and also by certain punctuation marks that may be used in medical notation or abbreviations."""	9B
20	8282	"""Names of surgical procedures, specifically those involving the face or stomach."""	9B
20	8283	"""The model is activated by suffixes of medical terms or common words related to medical treatment or time periods."""	9B
20	8285	"""The term \""community\"" is highly activated when referring to community-acquired conditions, particularly community-acquired pneumonia, and also when referencing community health centers or hospitals."""	9B
20	8286	"""The model is activated by medical abbreviations or partial words that are part of medical terms or medications."""	9B
20	8289	"""Numerical values, especially those related to measurements or quantities."""	9B
20	8290	"""Medical terms, diagnoses, lab findings, and medical history, particularly those related to cardiovascular and surgical conditions."""	9B
20	8294	"""The presence of \""SVG\"" (saphenous vein graft) in the context of coronary artery bypass grafting (CABG) or percutaneous coronary intervention (PCI) procedures, and the presence of \""abra\"" or \""shaving\"" in the context of physical trauma or medical procedures."""	9B
20	8296	"""The preposition \""from\"" and its associated phrases or clauses, often indicating origin, source, or cause."""	9B
20	8298	"""Punctuation marks and certain words or phrases that indicate the start or end of a sentence, request, or list, particularly those related to medical services or patient information."""	9B
20	8299	"""The activation levels are high for tokens related to \""atrium\"" and moderate for tokens related to \""stairs\"", suggesting that the model is sensitive to mentions of anatomical structures, particularly those related to the heart, as well as everyday physical environments or activities."""	9B
20	8302	"""The term \""transfer\"" or its variants, often indicating a change in location or status, particularly in a medical context."""	9B
20	8305	"""Medical descriptions of symptoms, diagnoses, or medical conditions, often using vivid or technical language."""	9B
20	8306	"""Comparative or quantitative terms, often indicating degree or extent, such as \""more\"", \""less\"", \""much\"", or phrases like \""one else\"" and \""anything else\"" or \""any other\""."""	9B
20	8307	"""The activation levels are high for tokens that are part of idiomatic expressions, particularly those that indicate a sense of inevitability or obviousness, such as \""of course\"" and \""obviously\""."""	9B
20	8309	"""The token \""up\""."""	9B
20	8313	"""Medical concepts, particularly those related to patient conditions, lab results, and physiological parameters."""	9B
20	8314	"""Medical terminology, units of measurement, and specific formatting characters often used in medical prescriptions and reports."""	9B
20	8315	"""Medical terms, particularly those related to cardiovascular conditions, laboratory tests, and medications."""	9B
20	8317	"""Medical procedures, interventions, or treatments, often involving specific techniques or modalities."""	9B
20	8320	"""The letter \""l\"" in the medication name Bisacodyl."""	9B
20	8321	"""Medical professionals or individuals with a medical role, often in the context of discharge instructions or follow-up care."""	9B
20	8322	"""Medication names or medical product identifiers."""	9B
20	8324	"""The presence of the word \""or\"" in a medical context, often used to present alternatives or options, particularly in discharge instructions or descriptions of symptoms."""	9B
20	8325	"""The presence of a specific delimiter (\""##\"") marking the beginning of a new section or diagnosis in a medical record."""	9B
20	8326	"""Punctuation and function words that are part of medical notation, abbreviations, or formatting in medical records."""	9B
20	8328	"""The model is activated by the presence of \""History\"" sections, particularly those related to a patient's medical or social background."""	9B
20	8331	"""Phrases indicating a duration or period of time."""	9B
20	8333	"""Medication names, discharge-related phrases, and medical procedures."""	9B
20	8335	"""Periods (.) are consistently activated across all snippets, often with high activation levels, suggesting that the model is recognizing sentence or statement boundaries."""	9B
20	8337	"""The token \""fact\"" is activated when used to introduce a relevant medical detail or circumstance that influences a decision or outcome."""	9B
20	8338	"""The model is activated by pronouns and verb phrases referring to a patient's actions, state, or medical history."""	9B
20	8340	"""Medical concepts or phrases that indicate a cause, effect, or relationship between medical conditions, treatments, or test results."""	9B
20	8341	"""The model is activated by tokens that are part of phrases indicating direct communication or interaction with the patient or their caregivers, often involving instructions, apologies, or expressions of goodwill."""	9B
20	8342	"""Medication names, medical procedures, or specific medical instructions."""	9B
20	8344	"""The model is activated by phrases that indicate medical actions, instructions, or diagnoses, often related to patient care or treatment, particularly those that are specific, imperative, or descriptive."""	9B
20	8345	"""Quantities or frequencies, often in the context of medication administration or medical imaging findings."""	9B
20	8347	"""Cell-related terms, particularly those describing specific types of cells or cellular components."""	9B
20	8348	"""The phrase \""opinion\"" and sometimes its immediate context, typically indicating a medical professional's or team's perspective or assessment."""	9B
20	8350	"""Tokens that indicate a transition to or reference a doctor, medical professional, or medical appointment."""	9B
20	8351	"""The model is activated by the term \""emergent\"" and occasionally by terms that are part of a medical context, but the activation levels for the latter are generally lower and less consistent."""	9B
20	8352	"""Medical terms or phrases referring to body parts, medical conditions, or medical procedures."""	9B
20	8354	"""The presence of the string \""nis\"" within the medication name \""Prednisone\""."""	9B
20	8357	"""Time-related information, particularly times of day or specific numerical values."""	9B
20	8364	"""Units of measurement, dosages, or medical terminology related to medication administration or medical procedures."""	9B
20	8368	"""The model is activated by units of measurement, numerical values, and medical abbreviations or terminology, particularly when they are part of a larger sequence or pattern."""	9B
20	8369	"""Prepositions and negations in medical imaging contexts, particularly when describing limitations, comparisons, or assessments."""	9B
20	8371	"""Medical terminology, particularly units of measurement, medical conditions, and procedural actions."""	9B
20	8374	"""Commas separating items in a list or spaces separating repeated identical elements."""	9B
20	8375	"""Prepositions or conjunctions connecting medical concepts or treatment options."""	9B
20	8376	"""The token \""half\"" is consistently activated, often in the context of administering or taking half a dose of medication, indicating that the pattern is related to dosage instructions or adjustments."""	9B
20	8378	"""Medical terms or phrases, particularly those related to diagnoses, procedures, or test results."""	9B
20	8381	"""Medical abbreviations, dosages, frequencies, or units of measurement."""	9B
20	8382	"""Medical terms related to body parts, devices, or conditions, particularly those relevant to cardiovascular or surgical contexts."""	9B
20	8387	"""The model is activated by tokens that are part of medical instructions, medication information, or descriptions of medical conditions and their symptoms."""	9B
20	8388	"""The term \""alignment\"" or its variants, often referring to the anatomical positioning of body parts, particularly the spine."""	9B
20	8392	"""Medical instructions or actions, particularly those related to follow-up appointments, medication, or wound care."""	9B
20	8393	"""Medical facilities, structures, or entities, often referring to places or organizations providing healthcare services, or specific medical concepts or conditions."""	9B
20	8394	"""Medical examination findings, vital signs, diagnoses, test results, and medication."""	9B
20	8397	"""Medical terminology, particularly medication names, laboratory values, and medical conditions."""	9B
20	8398	"""Pets, especially dogs, in a patient's life."""	9B
20	8399	"""Quantitative values or numerical expressions, often in the context of medical measurements, dosages, or frequencies."""	9B
20	8402	"""Medical terms or phrases, particularly those related to diagnoses, conditions, or medical findings, often appear at the beginning of a sentence or clause and are frequently followed by a comma."""	9B
20	8405	"""Medical concepts or terms, particularly those related to medical procedures, conditions, or changes in a patient's state."""	9B
20	8407	"""Medical units of measurement, particularly those involving units per milliliter (unit/mL)."""	9B
20	8408	"""The term \""medical\"" is consistently activated across various contexts, suggesting that the model is recognizing the word \""medical\"" as a key concept, regardless of its grammatical function or surrounding words."""	9B
20	8410	"""Postoperative recovery milestones, including diet advancement, extubation, ambulation, and discharge."""	9B
20	8412	"""The presence of the word \""option\"" or \""options\"" in the context of discussing or presenting alternatives for treatment, management, or decision-making."""	9B
20	8413	"""Medication administration timing or frequency."""	9B
20	8418	"""Medical term \""dissection\"" or related concepts."""	9B
20	8420	"""Phrases or words indicating a causal or temporal relationship, often connecting events or actions."""	9B
20	8425	"""Medical scoring systems, disease classifications, and syndrome names."""	9B
20	8426	"""Apgar scores and related information, including the scores themselves and the time at which they were recorded."""	9B
20	8432	"""Medical instructions, recommendations, or notable findings, often including specific treatments, medications, or diagnostic procedures."""	9B
20	8433	"""The presence of words indicating simultaneous or concurrent events or actions."""	9B
20	8437	"""The digit \""5\"" is consistently activated when it appears as part of a numerical value, particularly in the context of medication dosages."""	9B
20	8438	"""The term \""presentation\"" or \""presented\"" in the context of a patient's admission or initial assessment, often accompanied by relevant medical information or symptoms."""	9B
20	8439	"""Medication names."""	9B
20	8440	"""Units or abbreviations of measurement, dosage, or medical terminology."""	9B
20	8441	"""Abbreviations or shortened forms of medical terms or phrases."""	9B
20	8442	"""Laboratory values and related medical tests."""	9B
20	8445	"""Medication names, dosages, or instructions."""	9B
20	8446	"""Abnormal or notable findings in medical imaging or patient conditions."""	9B
20	8449	"""The verb \""enter\"" or its variants, often in the context of entering a physical space, medical state, or condition."""	9B
20	8450	"""Postoperative or treatment-related terms, or terms related to medication administration."""	9B
20	8452	"""Colons and arrows, often used to indicate medical abbreviations, directions, or relationships between terms."""	9B
20	8453	"""Indicators of negative change, decline, or worsening condition in a patient's health or symptoms."""	9B
20	8455	"""The model is activated by phrases indicating the start or presence of a condition, medication, or action, often marked by prepositions or verbs like \""of\"", \""on\"", \""started\"", or \""taking\""."""	9B
20	8459	"""The model is activated by phrases that introduce or present findings, results, or observations, often in a medical context, typically using verbs like \""showed\"" or \""revealed\"" or prepositions like \""for\""."""	9B
20	8462	"""Tokens that are part of a header, title, or label, often denoted by a preceding or following colon, period, or other special characters, and sometimes including numbers or abbreviations."""	9B
20	8465	"""The word \""which\"" is activated when it introduces a clause that provides additional information about a medical test or procedure, and \""infiltr\"" is activated when it refers to a medical condition or finding, particularly in the context of imaging results."""	9B
20	8466	"""The model is activated by tokens that describe changes, trends, or developments in a patient's condition, often indicating a progression or shift in their health status."""	9B
20	8468	"""The activation patterns are associated with the concept of \""living\"" in various contexts, including living situations, living wills, and daily living, often in relation to a patient's lifestyle, environment, or personal circumstances."""	9B
20	8470	"""Critical or fatal events, particularly those related to cardiac arrest or death."""	9B
20	8471	"""Anatomical structures, medical conditions, and diagnostic findings, particularly those related to the spine, nervous system, and vascular system."""	9B
20	8472	"""The model is activated by phrases related to taking actions or medications, often in the context of managing pain or medical conditions, as well as certain words or phrases that indicate a prohibition or warning."""	9B
20	8473	"""The term \""day\"" or its abbreviations, often used in the context of medication administration frequencies."""	9B
20	8474	"""Prepositions, particularly those indicating location or association, often in the context of medical procedures or findings."""	9B
20	8478	"""Units of measurement, especially those related to cardiac index."""	9B
20	8485	"""Punctuation marks and certain words or phrases that indicate a transition, a pause, or a call to action in medical instructions or guidelines."""	9B
20	8486	"""The term \""sequence\"" or its variants, often referring to a series of events, procedures, or images in a specific order."""	9B
20	8489	"""Medical terms or conditions, particularly those related to diseases, diagnoses, or treatments."""	9B
20	8490	"""The activation patterns are associated with refusal or the act of refusing, often in a medical context, where a patient or their family declines a treatment, test, or recommendation."""	9B
20	8493	"""Medication instructions, dosages, and treatment durations."""	9B
20	8494	"""Numerical values, particularly those related to medical measurements, quantities, or time intervals."""	9B
20	8495	"""Medication dosages and units."""	9B
20	8497	"""The model is activated by words that describe a medical condition or finding, particularly those that are mild or insignificant, often used in a medical context to convey a sense of minimal or trivial severity."""	9B
20	8501	"""Tokens that are part of a medical instruction, a medical condition, or a specific detail in a medical context, often denoted by a period or a comma separating the token from the rest of the sentence."""	9B
20	8502	"""The pattern of activation is associated with the concept of protection, specifically protecting a particular body part or system, often in the context of medication or treatment."""	9B
20	8504	"""The model is activated by medical terms or abbreviations, particularly those related to conditions or medications."""	9B
20	8505	"""The term \""performance\"" in various contexts, including medical performance status, test performance, and general performance, often with a focus on evaluation or assessment."""	9B
20	8506	"""Units of measurement, medication names, and medical terminology, particularly when describing quantities, dosages, or medical conditions."""	9B
20	8511	"""Family relationships, specifically the term \""in-law\""."""	9B
20	8512	"""The activation patterns are associated with the verb \""talk\"" in the context of communication or conversation, often in a medical or advisory setting, with the word \""to\"" sometimes being included in the activation pattern."""	9B
20	8513	"""The token \""former\"" is consistently activated when describing a patient's past habits or behaviors, particularly in relation to smoking."""	9B
20	8514	"""Descriptions of small or tiny abnormalities, particularly in medical imaging, often accompanied by specific medical terms or conditions."""	9B
20	8515	"""The token \""done\"" is consistently activated when it appears in the context of a medication name, specifically when it is part of the name \""Hydrocodone\"" or \""Oxycodone\"", regardless of the dosage or administration instructions."""	9B
20	8520	"""The token \""because\"" is consistently activated when it is used to introduce a causal explanation or reason for a medical event, treatment, or decision."""	9B
20	8521	"""Expressions of confusion, disorientation, or unclear thinking."""	9B
20	8523	"""Diastolic or secondary values in paired vital sign measurements."""	9B
20	8524	"""First-person knowledge or acknowledgment expressions, often involving the words \""know\"", \""knew\"", or \""acknowledges\""."""	9B
20	8526	"""The token \""plat\"" is consistently activated, often in the context of medical terminology, particularly referring to platelets or plateaus in medical measurements."""	9B
20	8529	"""Instructions or actions taken by or with a medical professional or entity."""	9B
20	8530	"""The presence of \""Sp\"" or \""sp\"" often indicates a high activation level, suggesting that the model is responding to the prefix \""Sp\"", which is commonly associated with medical terms, particularly those related to oxygen saturation (SpO2) or spleen-related conditions."""	9B
20	8531	"""Units of measurement or chemical compounds in medical prescriptions or lab results."""	9B
20	8532	"""Orthopedic surgical hardware or fixation methods."""	9B
20	8535	"""Medical tests, procedures, or treatments, often including the names of specific diagnostic or therapeutic interventions."""	9B
20	8539	"""The model is activated by tokens that indicate specific details, such as days of the week, changes or updates to a patient's status, and the presence or absence of certain conditions or substances, often in a medical context."""	9B
20	8540	"""The preposition \""in\"" is consistently activated across various contexts, suggesting that the model is recognizing this token as a key indicator of a pattern, possibly related to location, condition, or situation, while other tokens like \""at\"" and \""the\"" are occasionally activated but to a lesser extent, indicating a less consistent pattern."""	9B
20	8541	"""The model is activated by pronouns referring to the patient, often at the beginning of a sentence or clause describing the patient's history, condition, or treatment."""	9B
20	8542	"""Age-related information, including numerical age values, age ranges, and words related to age."""	9B
20	8544	"""The term \""admission\"" is consistently activated, often in the context of hospital or medical facility admission, suggesting that the model is recognizing the term as a key indicator of a patient's entry into a medical care setting."""	9B
20	8545	"""Discharge instructions, plans, and arrangements, including destinations, care, and follow-up."""	9B
20	8546	"""Names of healthcare facilities or programs."""	9B
20	8548	"""Abbreviations or words related to time or medical procedures."""	9B
20	8551	"""The presence of a suffix, particularly those indicating a plural form or a medical term, often in conjunction with a colon or comma."""	9B
20	8553	"""References to a specific page, usually \""page one\"", often used for documentation or further information."""	9B
20	8554	"""Body parts or regions examined or treated during a medical procedure or hospital stay."""	9B
20	8555	"""Medical procedures, interventions, or diagnostic tests."""	9B
20	8556	"""Medical complications, diagnoses, or discharge information."""	9B
20	8558	"""The activation patterns are associated with the context of a patient's hospital admission, including the admission itself and related medical tests or procedures."""	9B
20	8559	"""The token \""Is\"" is consistently activated across all snippets, often in conjunction with other tokens that form medical terms, particularly those related to cardiovascular conditions or medications, suggesting that the model is recognizing a pattern related to the prefix \""Is\"" in medical terminology."""	9B
20	8561	"""The prepositions \""due to\"" and \""based on\""."""	9B
20	8563	"""Medical terms, diagnoses, impressions, or lab values, often denoted by colons or abbreviations, and typically used in formal medical documentation."""	9B
20	8564	"""Punctuation marks."""	9B
20	8565	"""Punctuation marks, particularly colons and periods, and words or phrases immediately preceding or following them, often indicating a transition or a label in medical records."""	9B
20	8567	"""The term \""animal\"" or \""animals\"" is consistently activated across various contexts, suggesting that the model is recognizing the importance of references to animals in the given text snippets."""	9B
20	8569	"""The verb \""find\"" or its variants (\""finding\"", \""finds\"", \""found\"") in the context of discovering or realizing something, often with a subtle emphasis on the object or situation being found."""	9B
20	8571	"""The model is activated by tokens that express or convey a patient's feelings, emotions, or personal experiences, often in the context of their medical history or interactions with healthcare providers."""	9B
20	8572	"""The model is activated by phrases that indicate the representation or interpretation of medical imaging findings, often using words like \""represent\"", \""represents\"", or \""representing\"" to describe the possible meaning of observed abnormalities or features."""	9B
20	8573	"""Medical abbreviations, units of measurement, and numerical values, particularly those related to laboratory results and medical procedures."""	9B
20	8574	"""Formatting or structural elements, such as HTML tags, punctuation, and labels, that provide context or organization to the surrounding text."""	9B
20	8576	"""Actions or states of not doing something, often related to medication or symptoms."""	9B
20	8578	"""The model is activated by phrases indicating omission, absence, or removal of something, often in a medical context, such as missing medication, withdrawal from a substance, or absence of a condition."""	9B
20	8579	"""Medication administration instructions or frequencies."""	9B
20	8580	"""The activation pattern is associated with the phrase \""put\"" in the context of medical actions or instructions, often indicating a change in treatment or intervention."""	9B
20	8582	"""Language patterns indicating diagnostic uncertainty, hypotheses, or impressions, often involving words or phrases that suggest possibilities or alternatives."""	9B
20	8587	"""The presence of the word \""reaction\"" or \""react\"" in a medical context, often indicating an adverse response or a physiological response to a stimulus."""	9B
20	8591	"""Medical terms or phrases related to patient care, treatment, or hospital procedures, often indicating a specific action, diagnosis, or instruction."""	9B
20	8594	"""The model is activated by numeric values or units of measurement, often in the context of medication dosages or medical quantities."""	9B
20	8597	"""Verbs or phrases indicating the presence or absence of a condition, symptom, or medical finding."""	9B
20	8599	"""Indicators of military service or veteran status."""	9B
20	8600	"""The token \""see\"" is activated when it is part of a phrase indicating observation or noticing, especially in medical contexts."""	9B
20	8601	"""Numerical values in medical test results or measurements."""	9B
20	8602	"""The model is activated by tokens that are part of medical abbreviations or symbols, particularly those used in medical notes or prescriptions."""	9B
20	8603	"""Diagnoses or conditions, particularly those related to diabetes and other chronic diseases."""	9B
20	8604	"""The model is activated by pronouns referring to a person, typically in a medical or healthcare context, indicating the importance of patient or healthcare provider references."""	9B
20	8608	"""The preposition \""by\"" is consistently activated, often indicating a temporal or causal relationship, or used to specify a method or means, and is frequently used in medical contexts to describe timing, dosage, or administration of medication."""	9B
20	8610	"""Medication names, dosages, and administration details."""	9B
20	8612	"""Abbreviations for medical terms or units, particularly those related to laboratory tests, medications, or medical procedures."""	9B
20	8615	"""Specific medical information, particularly related to blood type, genetics, and prenatal or family medical history."""	9B
20	8617	"""The presence of HTML bold tags, often used to highlight or emphasize specific sections of text, particularly in medical records or reports, such as laboratory results or radiographic studies."""	9B
20	8618	"""The model is activated by tokens that are part of a list or sequence, often indicated by punctuation such as commas or semicolons, and also by tokens that are part of a medical instruction or request, often indicated by the word \""Please\""."""	9B
20	8619	"""Medical terms, particularly those related to diseases, conditions, medications, and body parts, especially when they are nouns or have noun-like properties."""	9B
20	8620	"""The model is activated by suffixes or word endings, particularly those that are less common or have specific grammatical functions."""	9B
20	8623	"""Units of measurement, dosages, or numerical values, often in the context of medication or medical tests."""	9B
20	8624	"""Medical data, including lab values, test results, and treatment information, particularly when presented in a concise or abbreviated format."""	9B
20	8626	"""Periods or numbers that appear to be part of a medical record or notation, often indicating the end of a sentence or a specific measurement."""	9B
20	8629	"""The model is activated by medical terms, particularly those related to cardiovascular and gastrointestinal systems, as well as medications and medical supplies."""	9B
20	8630	"""Aortic anatomy or cardiac rhythm."""	9B
20	8631	"""The activation patterns are associated with the event of a patient being discharged from a hospital, including the timing and destination of the discharge."""	9B
20	8632	"""The presence of a physical object or specimen, often described as a \""piece\"" or \""pieces\"" of something, typically in a medical context."""	9B
20	8633	"""Medical terms, diagnoses, or specific medical concepts, often including names of vitamins, diseases, or medical procedures."""	9B
20	8634	"""Numerical values, units, and medical test results, particularly those related to laboratory tests and vital signs."""	9B
20	8635	"""The presence of the word \""more\"" or \""others\"" typically indicates a high activation level, suggesting that the model is capturing the concept of an incomplete or open-ended list, where additional items could be included."""	9B
20	8636	"""Time-related information, numerical values, or medication dosages and frequencies."""	9B
20	8637	"""The term \""extended\"" or \""extending\"" when used in a medical context, particularly in relation to medication release, medical facilities, or physical conditions."""	9B
20	8638	"""The model is activated by phrases describing normal or improved medical conditions, particularly those related to physical function or the absence of disease."""	9B
20	8640	"""Medical notation, dosing instructions, and laboratory values."""	9B
20	8641	"""Medical terms, abbreviations, or phrases that are clinically relevant, often related to diagnoses, symptoms, or medical procedures."""	9B
20	8643	"""The token \""amp\"" is highly activated when it appears as part of the word \""ampicillin\"", a type of antibiotic."""	9B
20	8647	"""Prepositions indicating accompaniment or association, particularly \""with\"", often in the context of medical procedures or medication administration."""	9B
20	8648	"""The model is activated by tokens that are part of a header or label in a medical record, often indicating the start of a new section or a specific piece of information."""	9B
20	8650	"""Body parts or organs, particularly those related to the urinary or respiratory systems."""	9B
20	8652	"""The token \""true\"" is consistently activated across various medical contexts, suggesting it is a keyword or indicator of a specific medical concept or finding, rather than being related to the surrounding text."""	9B
20	8653	"""Punctuation marks and conjunctions that connect clauses or phrases, often indicating a transition or a listing of items."""	9B
20	8654	"""The model is activated by phrases indicating causality or attribution, often marked by the word \""to\"" or phrases that describe a change or a secondary effect."""	9B
20	8655	"""Medical instructions, prescriptions, or medication information, often including dosage, frequency, or administration method."""	9B
20	8659	"""Medical terms or words related to medical procedures, body parts, or treatments."""	9B
20	8660	"""Asterisks (*) and other special characters (#, <<>>) often used to denote or separate specific information such as medication instructions, medical abbreviations, or laboratory values."""	9B
